Member_ID,Gender,Age,Days_Since_Registration,Age_Group,group_kainin,Transaction_ID,Transaction_Date,Product_ID,Store_ID,Quantity,Amount,Amount_flag,Quantity_flag,Total2,Amount_pct,Quantity_label,Female,Male,Amount_Stead
66,Female,61,1167,51-65,2年〜,205,2024-05-25 21:54:00,45,15,1,9830,1,0,32650,4,Low,True,False,1.6174291197527244
66,Female,61,1167,51-65,2年〜,464,2024-06-26 13:01:00,9,1,4,2050,1,1,32650,4,high,True,False,-1.1843116823838704
66,Female,61,1167,51-65,2年〜,648,2024-07-19 00:18:00,43,1,2,8580,1,0,32650,4,Low,True,False,1.167277962597102
66,Female,61,1167,51-65,2年〜,680,2024-07-22 22:06:00,29,16,1,7410,1,0,32650,4,Low,True,False,0.7459364794994392
66,Female,61,1167,51-65,2年〜,779,2024-08-04 00:15:00,45,16,2,3210,1,0,32650,4,Low,True,False,-0.7665714085434526
67,Female,66,1901,66-,2年〜,127,2024-05-16 09:17:00,11,15,4,5190,1,1,31520,4,high,True,False,-0.05353197560894651
67,Female,66,1901,66-,2年〜,200,2024-05-25 07:15:00,45,10,4,10000,1,1,31520,4,high,True,False,1.6786496771258892
67,Female,66,1901,66-,2年〜,790,2024-08-05 08:30:00,45,11,3,8530,1,1,31520,4,Medium,True,False,1.149271916310877
67,Female,66,1901,66-,2年〜,893,2024-08-17 22:23:00,22,20,3,7800,1,1,31520,4,Medium,True,False,0.8863836405319935
68,Female,30,1718,-30,2年〜,61,2024-05-08 07:51:00,12,20,3,1170,0,1,20540,3,Medium,True,False,-1.5012180970214286
68,Female,30,1718,-30,2年〜,101,2024-05-13 05:05:00,17,14,3,8880,1,1,20540,3,Medium,True,False,1.2753142403144513
68,Female,30,1718,-30,2年〜,225,2024-05-28 08:31:00,22,16,3,4750,1,1,20540,3,Medium,True,False,-0.21198518292772564
68,Female,30,1718,-30,2年〜,666,2024-07-21 05:04:00,26,17,3,4480,1,1,20540,3,Medium,True,False,-0.30921783287334015
68,Female,30,1718,-30,2年〜,849,2024-08-12 13:25:00,38,16,4,1260,0,1,20540,3,high,True,False,-1.4688072137062238
69,Male,56,1070,51-65,2年〜,72,2024-05-09 16:05:00,3,16,2,4350,1,0,10120,2,Low,False,True,-0.3560335532175249
69,Male,56,1070,51-65,2年〜,341,2024-06-11 12:30:00,30,2,4,1580,0,1,10120,2,high,False,True,-1.3535685174743846
69,Male,56,1070,51-65,2年〜,561,2024-07-08 09:19:00,29,6,3,1060,0,1,10120,2,Medium,False,True,-1.5408313988511235
69,Male,56,1070,51-65,2年〜,619,2024-07-15 11:18:00,41,8,2,3130,1,0,10120,2,Low,False,True,-0.7953810826014125
70,Female,60,1775,51-65,2年〜,114,2024-05-14 19:11:00,22,4,3,7620,1,1,35620,4,Medium,True,False,0.8215618739015838
70,Female,60,1775,51-65,2年〜,479,2024-06-28 08:59:00,36,20,4,9140,1,1,35620,4,high,True,False,1.3689456810028209
70,Female,60,1775,51-65,2年〜,566,2024-07-08 23:58:00,15,12,4,7260,1,1,35620,4,high,True,False,0.6919183406407645
70,Female,60,1775,51-65,2年〜,595,2024-07-12 12:58:00,13,7,1,5150,1,0,35620,4,Low,True,False,-0.06793681263792643
70,Female,60,1775,51-65,2年〜,606,2024-07-13 21:12:00,47,12,4,6450,1,1,35620,4,high,True,False,0.4002203908039211
71,Female,20,1034,-30,2年〜,34,2024-05-05 00:43:00,28,5,4,9570,1,1,11310,2,high,True,False,1.523797679064355
71,Female,20,1034,-30,2年〜,500,2024-06-30 22:32:00,35,11,3,1740,0,1,11310,2,Medium,True,False,-1.2959491693584648
72,Male,49,1922,31-50,2年〜,55,2024-05-07 14:16:00,49,6,3,5070,1,1,34910,4,Medium,False,True,-0.09674648669588627
72,Male,49,1922,31-50,2年〜,455,2024-06-25 10:38:00,11,8,1,9030,1,0,34910,4,Low,False,True,1.329332379173126
72,Male,49,1922,31-50,2年〜,700,2024-07-25 08:43:00,17,6,4,8510,1,1,34910,4,high,False,True,1.142069497796387
72,Male,49,1922,31-50,2年〜,897,2024-08-18 10:06:00,47,20,4,4690,1,1,34910,4,high,False,True,-0.23359243847119554
72,Male,49,1922,31-50,2年〜,947,2024-08-24 12:39:00,43,1,2,7610,1,0,34910,4,Low,False,True,0.8179606646443388
73,Female,41,731,31-50,2年〜,112,2024-05-14 13:20:00,34,15,3,6200,1,1,15710,2,Medium,True,False,0.31019015937279654
73,Female,41,731,31-50,2年〜,203,2024-05-25 16:02:00,9,3,2,6070,1,0,15710,2,Low,True,False,0.2633744390286118
73,Female,41,731,31-50,2年〜,832,2024-08-10 11:36:00,42,20,2,3440,1,0,15710,2,Low,True,False,-0.6837435956268181
74,Female,24,1514,-30,2年〜,31,2024-05-04 15:55:00,24,17,3,6950,1,1,16640,2,Medium,True,False,0.5802808536661701
74,Female,24,1514,-30,2年〜,563,2024-07-08 15:10:00,34,4,2,2250,1,0,16640,2,Low,True,False,-1.112287497238971
74,Female,24,1514,-30,2年〜,695,2024-07-24 18:03:00,47,4,4,7440,1,1,16640,2,high,True,False,0.7567401072711741
75,Female,28,1866,-30,2年〜,476,2024-06-28 00:11:00,28,13,2,1550,0,0,10360,2,Low,True,False,-1.3643721452461195
75,Female,28,1866,-30,2年〜,546,2024-07-06 13:21:00,9,18,2,1680,0,0,10360,2,Low,True,False,-1.3175564249019347
75,Female,28,1866,-30,2年〜,768,2024-08-02 16:01:00,20,12,2,7130,1,0,10360,2,Low,True,False,0.6451026202965797
76,Female,72,1064,66-,2年〜,520,2024-07-03 09:09:00,40,14,2,1840,0,0,30210,4,Low,True,False,-1.259937076786015
76,Female,72,1064,66-,2年〜,654,2024-07-19 17:53:00,13,16,1,9970,1,0,30210,4,Low,True,False,1.6678460493541543
76,Female,72,1064,66-,2年〜,757,2024-08-01 07:47:00,45,13,3,1910,0,1,30210,4,Medium,True,False,-1.2347286119853
76,Female,72,1064,66-,2年〜,876,2024-08-15 20:33:00,16,9,3,9800,1,1,30210,4,Medium,True,False,1.6066254919809895
76,Female,72,1064,66-,2年〜,892,2024-08-17 19:27:00,10,1,1,6690,1,0,30210,4,Low,True,False,0.48664941297780057
77,Male,20,899,-30,2年〜,26,2024-05-04 01:16:00,11,18,2,3220,1,0,11720,2,Low,False,True,-0.7629701992862077
77,Male,20,899,-30,2年〜,87,2024-05-11 12:03:00,37,1,2,8500,1,0,11720,2,Low,False,True,1.1384682885391422
78,Male,35,777,31-50,2年〜,86,2024-05-11 09:07:00,42,13,1,6960,1,0,17780,3,Low,False,True,0.583882062923415
78,Male,35,777,31-50,2年〜,372,2024-06-15 07:22:00,6,2,1,5440,1,0,17780,3,Low,False,True,0.036498255822178007
78,Male,35,777,31-50,2年〜,544,2024-07-06 07:29:00,36,18,4,5380,1,1,17780,3,high,False,True,0.014891000278708126
79,Male,37,785,31-50,2年〜,224,2024-05-28 05:35:00,29,7,3,7660,1,1,22300,3,Medium,False,True,0.8359667109305637
79,Male,37,785,31-50,2年〜,286,2024-06-04 19:18:00,45,15,4,1470,0,1,22300,3,high,False,True,-1.3931818193040792
79,Male,37,785,31-50,2年〜,339,2024-06-11 06:39:00,15,19,4,4390,1,1,22300,3,high,False,True,-0.34162871618854496
79,Male,37,785,31-50,2年〜,671,2024-07-21 19:43:00,18,13,4,8780,1,1,22300,3,high,False,True,1.2393021477420014
80,Male,76,547,66-,1年〜2年,256,2024-06-01 03:23:00,15,18,1,5460,1,0,5460,1,Low,False,True,0.04370067433666797
81,Male,28,157,-30,〜1年,629,2024-07-16 16:37:00,46,4,4,7180,1,1,14790,2,high,False,True,0.6631086665828047
81,Male,28,157,-30,〜1年,993,2024-08-30 03:29:00,18,13,3,7610,1,1,14790,2,Medium,False,True,0.8179606646443388
82,Male,44,298,31-50,〜1年,194,2024-05-24 13:40:00,18,1,1,1250,0,0,22710,3,Low,False,True,-1.4724084229634689
82,Male,44,298,31-50,〜1年,309,2024-06-07 14:43:00,27,7,2,2760,1,0,22710,3,Low,False,True,-0.9286258251194768
82,Male,44,298,31-50,〜1年,513,2024-07-02 12:38:00,38,12,3,8250,1,1,22710,3,Medium,False,True,1.0484380571080176
82,Male,44,298,31-50,〜1年,618,2024-07-15 08:23:00,20,8,2,3290,1,0,22710,3,Low,False,True,-0.7377617344854929
82,Male,44,298,31-50,〜1年,964,2024-08-26 14:29:00,5,17,3,7160,1,1,22710,3,Medium,False,True,0.6559062480683147
83,Male,65,549,51-65,1年〜2年,250,2024-05-31 09:48:00,3,17,4,1380,0,1,4850,1,high,False,True,-1.425592702619284
83,Male,65,549,51-65,1年〜2年,824,2024-08-09 12:09:00,24,5,4,3470,1,1,4850,1,high,False,True,-0.6729399678550831
84,Male,67,934,66-,2年〜,38,2024-05-05 12:26:00,37,20,4,1900,0,1,37770,4,high,False,True,-1.238329821242545
84,Male,67,934,66-,2年〜,166,2024-05-21 03:36:00,5,17,4,3500,1,1,37770,4,high,False,True,-0.6621363400833482
84,Male,67,934,66-,2年〜,581,2024-07-10 19:56:00,28,15,4,6280,1,1,37770,4,high,False,True,0.3389998334307564
84,Male,67,934,66-,2年〜,600,2024-07-13 03:37:00,31,19,3,4970,1,1,37770,4,Medium,False,True,-0.1327585792683361
84,Male,67,934,66-,2年〜,817,2024-08-08 15:38:00,4,7,2,9990,1,0,37770,4,Low,False,True,1.6750484678686441
84,Male,67,934,66-,2年〜,967,2024-08-26 23:16:00,6,13,2,8410,1,0,37770,4,Low,False,True,1.1060574052239374
84,Male,67,934,66-,2年〜,985,2024-08-29 04:02:00,37,6,4,2720,1,1,37770,4,high,False,True,-0.9430306621484568
85,Female,64,1130,51-65,2年〜,92,2024-05-12 02:42:00,23,17,2,1620,0,0,4000,1,Low,True,False,-1.3391636804454046
85,Female,64,1130,51-65,2年〜,699,2024-07-25 05:47:00,39,6,2,2380,1,0,4000,1,Low,True,False,-1.0654717768947861
86,Male,39,1416,31-50,2年〜,279,2024-06-03 22:47:00,8,15,4,3060,1,1,30210,4,high,False,True,-0.8205895474021274
86,Male,39,1416,31-50,2年〜,422,2024-06-21 09:55:00,20,15,4,8750,1,1,30210,4,high,False,True,1.2284985199702665
86,Male,39,1416,31-50,2年〜,467,2024-06-26 21:48:00,7,20,1,2100,1,0,30210,4,Low,False,True,-1.1663056360976456
86,Male,39,1416,31-50,2年〜,627,2024-07-16 10:45:00,32,7,1,5840,1,0,30210,4,Low,False,True,0.18054662611197722
86,Male,39,1416,31-50,2年〜,636,2024-07-17 13:08:00,10,2,4,2170,1,1,30210,4,high,False,True,-1.1410971712969307
86,Male,39,1416,31-50,2年〜,653,2024-07-19 14:58:00,11,13,2,3770,1,0,30210,4,Low,False,True,-0.5649036901377338
86,Male,39,1416,31-50,2年〜,854,2024-08-13 04:05:00,47,9,1,4520,1,0,30210,4,Low,False,True,-0.2948129958443602
87,Female,48,1217,31-50,2年〜,342,2024-06-11 15:26:00,4,8,4,2850,1,1,19500,3,high,True,False,-0.896214941804272
87,Female,48,1217,31-50,2年〜,346,2024-06-12 03:10:00,18,8,4,9570,1,1,19500,3,high,True,False,1.523797679064355
87,Female,48,1217,31-50,2年〜,621,2024-07-15 17:10:00,33,12,1,2030,1,0,19500,3,Low,True,False,-1.1915141008983603
87,Female,48,1217,31-50,2年〜,898,2024-08-18 13:02:00,25,15,3,5050,1,1,19500,3,Medium,True,False,-0.10394890521037624
88,Female,45,645,31-50,1年〜2年,434,2024-06-22 21:05:00,35,15,2,7100,1,0,7100,1,Low,True,False,0.6342989925248448
89,Female,26,1135,-30,2年〜,690,2024-07-24 03:24:00,42,5,1,3440,1,0,3950,1,Low,True,False,-0.6837435956268181
89,Female,26,1135,-30,2年〜,842,2024-08-11 16:54:00,41,10,1,510,0,0,3950,1,Low,True,False,-1.7388979079995974
90,Female,50,1908,31-50,2年〜,28,2024-05-04 07:08:00,32,9,2,4300,1,0,35960,4,Low,True,False,-0.37403959950374976
90,Female,50,1908,31-50,2年〜,469,2024-06-27 03:40:00,18,11,2,9770,1,0,35960,4,Low,True,False,1.5958218642092545
90,Female,50,1908,31-50,2年〜,548,2024-07-06 19:13:00,11,1,3,7760,1,1,35960,4,Medium,True,False,0.8719788035030135
90,Female,50,1908,31-50,2年〜,567,2024-07-09 02:54:00,23,8,1,2500,1,0,35960,4,Low,True,False,-1.0222572658078464
90,Female,50,1908,31-50,2年〜,922,2024-08-21 11:23:00,29,13,1,9090,1,0,35960,4,Low,True,False,1.3509396347165958
90,Female,50,1908,31-50,2年〜,951,2024-08-25 00:23:00,33,15,1,2540,1,0,35960,4,Low,True,False,-1.0078524287788664
91,Female,63,966,51-65,2年〜,808,2024-08-07 13:15:00,41,17,2,1250,0,0,1250,1,Low,True,False,-1.4724084229634689
92,Female,30,1283,-30,2年〜,231,2024-05-29 02:06:00,16,13,4,6770,1,1,16520,2,high,True,False,0.5154590870357604
92,Female,30,1283,-30,2年〜,276,2024-06-03 14:00:00,38,8,2,8810,1,0,16520,2,Low,True,False,1.2501057755137366
92,Female,30,1283,-30,2年〜,674,2024-07-22 04:30:00,38,12,4,940,0,1,16520,2,high,True,False,-1.5840459099380633
93,Female,46,815,31-50,2年〜,882,2024-08-16 14:09:00,16,12,4,3900,1,1,13760,2,high,True,False,-0.518087969793549
93,Female,46,815,31-50,2年〜,909,2024-08-19 21:17:00,2,3,4,2130,1,1,13760,2,high,True,False,-1.1555020083259107
93,Female,46,815,31-50,2年〜,989,2024-08-29 15:45:00,3,4,3,7730,1,1,13760,2,Medium,True,False,0.8611751757312786
95,Male,32,888,31-50,2年〜,216,2024-05-27 06:09:00,13,13,1,840,0,0,2620,1,Low,False,True,-1.6200580025105131
95,Male,32,888,31-50,2年〜,433,2024-06-22 18:09:00,41,7,3,1780,0,1,2620,1,Medium,False,True,-1.2815443323294848
96,Male,61,379,51-65,1年〜2年,230,2024-05-28 23:10:00,21,19,1,3330,1,0,3330,1,Low,False,True,-0.7233568974565129
97,Female,79,1965,66-,2年〜,258,2024-06-01 09:14:00,13,17,4,3350,1,1,9110,1,high,True,False,-0.7161544789420229
97,Female,79,1965,66-,2年〜,327,2024-06-09 19:29:00,10,14,3,4760,1,1,9110,1,Medium,True,False,-0.20838397367048067
97,Female,79,1965,66-,2年〜,684,2024-07-23 09:49:00,43,4,4,1000,0,1,9110,1,high,True,False,-1.5624386543945934
98,Female,30,1136,-30,2年〜,639,2024-07-17 21:56:00,31,5,2,3900,1,0,16600,2,Low,True,False,-0.518087969793549
98,Female,30,1136,-30,2年〜,641,2024-07-18 03:47:00,3,10,4,8170,1,1,16600,2,high,True,False,1.0196283830500577
98,Female,30,1136,-30,2年〜,649,2024-07-19 03:14:00,44,10,1,4530,1,0,16600,2,Low,True,False,-0.2912117865871152
99,Female,29,1753,-30,2年〜,251,2024-05-31 12:43:00,1,8,1,6900,1,0,15830,2,Low,True,False,0.5622748073799452
99,Female,29,1753,-30,2年〜,658,2024-07-20 05:37:00,28,8,1,8930,1,0,15830,2,Low,True,False,1.2933202866006763
100,Female,38,1142,31-50,2年〜,65,2024-05-08 19:34:00,4,2,3,7300,1,1,21420,3,Medium,True,False,0.7063231776697444
100,Female,38,1142,31-50,2年〜,574,2024-07-09 23:25:00,5,20,4,4570,1,1,21420,3,high,True,False,-0.2768069495581353
100,Female,38,1142,31-50,2年〜,812,2024-08-08 00:59:00,39,17,3,9550,1,1,21420,3,Medium,True,False,1.516595260549865
101,Female,23,1031,-30,2年〜,187,2024-05-23 17:09:00,15,4,4,9090,1,1,36510,4,high,True,False,1.3509396347165958
101,Female,23,1031,-30,2年〜,264,2024-06-02 02:50:00,36,15,4,3700,1,1,36510,4,high,True,False,-0.5901121549384486
101,Female,23,1031,-30,2年〜,343,2024-06-11 18:22:00,13,6,2,8170,1,0,36510,4,Low,True,False,1.0196283830500577
101,Female,23,1031,-30,2年〜,481,2024-06-28 14:50:00,43,19,1,970,0,0,36510,4,Low,True,False,-1.5732422821663283
101,Female,23,1031,-30,2年〜,716,2024-07-27 07:36:00,43,5,3,9120,1,1,36510,4,Medium,True,False,1.3617432624883308
101,Female,23,1031,-30,2年〜,719,2024-07-27 16:24:00,42,20,3,5460,1,1,36510,4,Medium,True,False,0.04370067433666797
102,Female,32,432,31-50,1年〜2年,103,2024-05-13 10:57:00,32,6,2,3250,1,0,17190,3,Low,True,False,-0.7521665715144727
102,Female,32,432,31-50,1年〜2年,135,2024-05-17 08:44:00,47,2,2,1210,0,0,17190,3,Low,True,False,-1.4868132599924488
102,Female,32,432,31-50,1年〜2年,735,2024-07-29 15:18:00,9,13,4,9440,1,1,17190,3,high,True,False,1.4769819587201702
102,Female,32,432,31-50,1年〜2年,821,2024-08-09 03:21:00,1,6,1,3290,1,0,17190,3,Low,True,False,-0.7377617344854929
103,Female,21,1062,-30,2年〜,261,2024-06-01 18:02:00,5,19,4,7370,1,1,13930,2,high,True,False,0.7315316424704593
103,Female,21,1062,-30,2年〜,952,2024-08-25 03:18:00,14,17,1,6560,1,0,13930,2,Low,True,False,0.4398336926336158
104,Male,48,920,31-50,2年〜,159,2024-05-20 07:05:00,45,14,1,4740,1,0,19490,3,Low,False,True,-0.21558639218497064
104,Male,48,920,31-50,2年〜,459,2024-06-25 22:21:00,45,6,2,7040,1,0,19490,3,Low,False,True,0.6126917369813749
104,Male,48,920,31-50,2年〜,704,2024-07-25 20:26:00,22,2,3,7710,1,1,19490,3,Medium,False,True,0.8539727572167886
105,Male,31,498,31-50,1年〜2年,318,2024-06-08 17:06:00,21,9,1,5770,1,0,17010,2,Low,False,True,0.15533816131126238
105,Male,31,498,31-50,1年〜2年,373,2024-06-15 10:18:00,5,15,3,5890,1,1,17010,2,Medium,False,True,0.19855267239820212
105,Male,31,498,31-50,1年〜2年,975,2024-08-27 22:43:00,43,13,3,5350,1,1,17010,2,Medium,False,True,0.004087372506973184
106,Male,43,1843,31-50,2年〜,22,2024-05-03 13:32:00,15,15,4,9360,1,1,24050,3,high,False,True,1.4481722846622105
106,Male,43,1843,31-50,2年〜,146,2024-05-18 16:59:00,37,18,3,5050,1,1,24050,3,Medium,False,True,-0.10394890521037624
106,Male,43,1843,31-50,2年〜,585,2024-07-11 07:39:00,26,19,3,750,0,1,24050,3,Medium,False,True,-1.652468885825718
106,Male,43,1843,31-50,2年〜,592,2024-07-12 04:10:00,45,15,3,4640,1,1,24050,3,Medium,False,True,-0.2515984847574204
106,Male,43,1843,31-50,2年〜,926,2024-08-21 23:06:00,6,16,4,4250,1,1,24050,3,high,False,True,-0.3920456457899747
107,Male,71,1665,66-,2年〜,2,2024-05-01 02:55:00,23,17,1,640,0,0,26420,4,Low,False,True,-1.6920821876554126
107,Male,71,1665,66-,2年〜,553,2024-07-07 09:52:00,8,20,4,9870,1,1,26420,4,high,False,True,1.6318339567817044
107,Male,71,1665,66-,2年〜,599,2024-07-13 00:41:00,47,10,4,8980,1,1,26420,4,high,False,True,1.3113263328869011
107,Male,71,1665,66-,2年〜,718,2024-07-27 13:28:00,24,9,2,6930,1,0,26420,4,Low,False,True,0.5730784351516801
108,Female,30,1928,-30,2年〜,30,2024-05-04 12:59:00,33,10,4,5250,1,1,23260,3,high,True,False,-0.03192472006547662
108,Female,30,1928,-30,2年〜,75,2024-05-10 00:53:00,4,4,2,840,0,0,23260,3,Low,True,False,-1.6200580025105131
108,Female,30,1928,-30,2年〜,447,2024-06-24 11:11:00,13,3,4,7820,1,1,23260,3,high,True,False,0.8935860590464834
108,Female,30,1928,-30,2年〜,773,2024-08-03 06:40:00,41,15,4,1400,0,1,23260,3,high,True,False,-1.4183902841047942
108,Female,30,1928,-30,2年〜,945,2024-08-24 06:47:00,49,5,3,7950,1,1,23260,3,Medium,True,False,0.9404017793906682
109,Female,47,1589,31-50,2年〜,107,2024-05-13 22:40:00,5,10,2,4060,1,0,38100,4,Low,True,False,-0.4604686216776293
109,Female,47,1589,31-50,2年〜,348,2024-06-12 09:01:00,31,15,2,9640,1,0,38100,4,Low,True,False,1.54900614386507
109,Female,47,1589,31-50,2年〜,519,2024-07-03 06:13:00,17,6,1,820,0,0,38100,4,Low,True,False,-1.627260421025003
109,Female,47,1589,31-50,2年〜,729,2024-07-28 21:43:00,3,13,2,7760,1,0,38100,4,Low,True,False,0.8719788035030135
109,Female,47,1589,31-50,2年〜,910,2024-08-20 00:12:00,40,8,2,6710,1,0,38100,4,Low,True,False,0.49385183149229056
109,Female,47,1589,31-50,2年〜,948,2024-08-24 15:35:00,35,1,1,9110,1,0,38100,4,Low,True,False,1.358142053231086
110,Female,80,577,66-,1年〜2年,218,2024-05-27 12:00:00,46,5,2,3840,1,0,8980,1,Low,True,False,-0.5396952253370189
110,Female,80,577,66-,1年〜2年,825,2024-08-09 15:05:00,27,19,2,1510,0,0,8980,1,Low,True,False,-1.3787769822750993
110,Female,80,577,66-,1年〜2年,853,2024-08-13 01:09:00,22,12,4,3630,1,1,8980,1,high,True,False,-0.6153206197391635
111,Male,59,393,51-65,1年〜2年,365,2024-06-14 10:51:00,38,20,2,9860,1,0,25440,4,Low,False,True,1.6282327475244593
111,Male,59,393,51-65,1年〜2年,451,2024-06-24 22:55:00,16,18,2,8810,1,0,25440,4,Low,False,True,1.2501057755137366
111,Male,59,393,51-65,1年〜2年,484,2024-06-28 23:38:00,49,3,1,6770,1,0,25440,4,Low,False,True,0.5154590870357604
112,Female,64,1198,51-65,2年〜,307,2024-06-07 08:51:00,23,7,4,1950,0,1,8710,1,high,True,False,-1.2203237749563203
112,Female,64,1198,51-65,2年〜,465,2024-06-26 15:57:00,24,6,1,2870,1,0,8710,1,Low,True,False,-0.889012523289782
112,Female,64,1198,51-65,2年〜,646,2024-07-18 18:27:00,44,16,1,3890,1,0,8710,1,Low,True,False,-0.521689179050794
113,Female,36,111,31-50,〜1年,317,2024-06-08 14:10:00,13,16,2,3180,1,0,27700,4,Low,True,False,-0.7773750363151876
113,Female,36,111,31-50,〜1年,403,2024-06-19 02:14:00,10,8,3,5060,1,1,27700,4,Medium,True,False,-0.10034769595313126
113,Female,36,111,31-50,〜1年,528,2024-07-04 08:36:00,34,9,4,1710,0,1,27700,4,high,True,False,-1.3067527971301998
113,Female,36,111,31-50,〜1年,532,2024-07-04 20:19:00,32,1,4,4750,1,1,27700,4,high,True,False,-0.21198518292772564
113,Female,36,111,31-50,〜1年,554,2024-07-07 12:48:00,45,6,3,6580,1,1,27700,4,Medium,True,False,0.4470361111481058
113,Female,36,111,31-50,〜1年,968,2024-08-27 02:12:00,40,6,4,6420,1,1,27700,4,high,True,False,0.3894167630321861
114,Male,24,1422,-30,2年〜,176,2024-05-22 08:54:00,48,18,1,850,0,0,17720,3,Low,False,True,-1.616456793253268
114,Male,24,1422,-30,2年〜,397,2024-06-18 08:38:00,23,10,3,7210,1,1,17720,3,Medium,False,True,0.6739122943545396
114,Male,24,1422,-30,2年〜,711,2024-07-26 16:57:00,36,3,4,9660,1,1,17720,3,high,False,True,1.5562085623795598
115,Female,54,1016,51-65,2年〜,158,2024-05-20 04:09:00,11,19,3,7810,1,1,12290,2,Medium,True,False,0.8899848497892384
115,Female,54,1016,51-65,2年〜,803,2024-08-06 22:36:00,15,5,4,4480,1,1,12290,2,high,True,False,-0.30921783287334015
116,Female,73,753,66-,2年〜,139,2024-05-17 20:28:00,17,3,1,9840,1,0,34020,4,Low,True,False,1.6210303290099695
116,Female,73,753,66-,2年〜,270,2024-06-02 20:25:00,34,11,4,7880,1,1,34020,4,high,True,False,0.9151933145899532
116,Female,73,753,66-,2年〜,531,2024-07-04 17:23:00,7,19,1,9030,1,0,34020,4,Low,True,False,1.329332379173126
116,Female,73,753,66-,2年〜,673,2024-07-22 01:35:00,23,9,3,7270,1,1,34020,4,Medium,True,False,0.6955195498980095
117,Male,56,751,51-65,2年〜,3,2024-05-01 05:51:00,24,6,3,1270,0,1,32130,4,Medium,False,True,-1.465206004448979
117,Male,56,751,51-65,2年〜,222,2024-05-27 23:44:00,32,17,4,8140,1,1,32130,4,high,False,True,1.0088247552783227
117,Male,56,751,51-65,2年〜,302,2024-06-06 18:12:00,31,7,2,8670,1,0,32130,4,Low,False,True,1.1996888459123067
117,Male,56,751,51-65,2年〜,522,2024-07-03 15:00:00,12,11,2,2200,1,0,32130,4,Low,False,True,-1.1302935435251957
117,Male,56,751,51-65,2年〜,625,2024-07-16 04:54:00,34,8,4,1130,0,1,32130,4,high,False,True,-1.5156229340504086
117,Male,56,751,51-65,2年〜,797,2024-08-06 05:01:00,21,17,1,9930,1,0,32130,4,Low,False,True,1.6534412123251743
117,Male,56,751,51-65,2年〜,987,2024-08-29 09:53:00,7,18,2,790,0,0,32130,4,Low,False,True,-1.638064048796738
118,Male,33,1372,31-50,2年〜,44,2024-05-06 06:01:00,29,3,4,4810,1,1,29310,4,high,False,True,-0.19037792738425577
118,Male,33,1372,31-50,2年〜,160,2024-05-20 10:01:00,47,10,3,4990,1,1,29310,4,Medium,False,True,-0.12555616075384612
118,Male,33,1372,31-50,2年〜,442,2024-06-23 20:32:00,7,1,4,6990,1,1,29310,4,high,False,True,0.59468569069515
118,Male,33,1372,31-50,2年〜,535,2024-07-05 05:07:00,33,1,3,1390,0,1,29310,4,Medium,False,True,-1.4219914933620392
118,Male,33,1372,31-50,2年〜,556,2024-07-07 18:40:00,4,13,4,9480,1,1,29310,4,high,False,True,1.4913867957491502
118,Male,33,1372,31-50,2年〜,980,2024-08-28 13:22:00,4,17,2,1650,0,0,29310,4,Low,False,True,-1.3283600526736696
119,Male,74,816,66-,2年〜,78,2024-05-10 09:40:00,46,1,1,2470,1,0,14070,2,Low,False,True,-1.0330608935795813
119,Male,74,816,66-,2年〜,376,2024-06-15 19:05:00,28,8,1,8010,1,0,14070,2,Low,False,True,0.962009034934138
119,Male,74,816,66-,2年〜,407,2024-06-19 13:57:00,21,2,1,1370,0,0,14070,2,Low,False,True,-1.429193911876529
119,Male,74,816,66-,2年〜,499,2024-06-30 19:36:00,10,19,2,2220,1,0,14070,2,Low,False,True,-1.1230911250107058
120,Female,65,217,51-65,〜1年,321,2024-06-09 01:53:00,25,9,2,9340,1,0,24630,3,Low,True,False,1.4409698661477204
120,Female,65,217,51-65,〜1年,590,2024-07-11 22:19:00,25,15,3,8780,1,1,24630,3,Medium,True,False,1.2393021477420014
120,Female,65,217,51-65,〜1年,837,2024-08-11 02:15:00,23,19,2,580,0,0,24630,3,Low,True,False,-1.7136894431988825
120,Female,65,217,51-65,〜1年,855,2024-08-13 07:00:00,4,15,4,5930,1,1,24630,3,high,True,False,0.21295750942718206
121,Male,30,1924,-30,2年〜,52,2024-05-07 05:28:00,27,11,4,2770,1,1,22560,3,high,False,True,-0.9250246158622318
121,Male,30,1924,-30,2年〜,148,2024-05-18 22:50:00,21,19,1,3440,1,0,22560,3,Low,False,True,-0.6837435956268181
121,Male,30,1924,-30,2年〜,163,2024-05-20 18:48:00,11,6,3,4640,1,1,22560,3,Medium,False,True,-0.2515984847574204
121,Male,30,1924,-30,2年〜,474,2024-06-27 18:19:00,44,15,2,5500,1,0,22560,3,Low,False,True,0.05810551136564789
121,Male,30,1924,-30,2年〜,835,2024-08-10 20:23:00,34,4,1,6210,1,0,22560,3,Low,False,True,0.31379136863004153
122,Male,36,626,31-50,1年〜2年,404,2024-06-19 05:09:00,47,8,2,5170,1,0,5170,1,Low,False,True,-0.060734394123436466
124,Male,73,1798,66-,2年〜,4,2024-05-01 08:47:00,38,1,3,5980,1,1,31240,4,Medium,False,True,0.23096355571340696
124,Male,73,1798,66-,2年〜,266,2024-06-02 08:41:00,2,4,4,4820,1,1,31240,4,high,False,True,-0.1867767181270108
124,Male,73,1798,66-,2年〜,396,2024-06-18 05:43:00,17,5,1,1500,0,0,31240,4,Low,False,True,-1.3823781915323443
